LABTYPE,RPTAGGR,YYYY,PERIOD,DRUG_REPORTS,QUERY_RUN_DATE,SUBSTANCE_ID,SUBSTANCE_DESCRIPTION,BASE_ID,BASE_DESCRIPTION,DRUG_CATEGORY_CODE,DRUG_CATEGORY_DESCRIPTION,STATE,STATE_LONG_NAME,STATE_FIPS
"Local/Municipal,State,Federal,Private","DrugReport  ","2016","SA2 (JUL - DEC)","28","2023-06-06 13:44:32","1282","HEROIN, SALT UNDETERMINED","1278","Heroin","9","Heroin","CO","Colorado","08"
"Local/Municipal,State,Federal,Private","DrugReport  ","2005","SA2 (JUL - DEC)","6255","2023-06-06 13:44:32","1278","HEROIN","1278","Heroin","9","Heroin","IL","Illinois","17"
"Local/Municipal,State,Federal,Private","DrugReport  ","2022","SA1 (JAN - JUN)","1624","2023-06-06 13:44:32","1278","HEROIN","1278","Heroin","9","Heroin","OH","Ohio","39"
"Local/Municipal,State,Federal,Private","DrugReport  ","2006","SA2 (JUL - DEC)","421","2023-06-06 13:44:32","1247","OXYCODONE","1247","Oxycodone","11","Narcotic Analgesics","FL","Florida","12"
"Local/Municipal,State,Federal,Private","DrugReport  ","2009","SA2 (JUL - DEC)","5539","2023-06-06 13:44:32","1278","HEROIN","1278","Heroin","9","Heroin","MD","Maryland","24"
"Local/Municipal,State,Federal,Private","DrugReport  ","2008","SA2 (JUL - DEC)","5045","2023-06-06 13:44:32","1278","HEROIN","1278","Heroin","9","Heroin","PA","Pennsylvania","42"
"Local/Municipal,State,Federal,Private","DrugReport  ","2018","SA1 (JAN - JUN)","663","2023-06-06 13:44:32","1278","HEROIN","1278","Heroin","9","Heroin","WI","Wisconsin","55"
"Local/Municipal,State,Federal,Private","DrugReport  ","2015","SA1 (JAN - JUN)","950","2023-06-06 13:44:32","1247","OXYCODONE","1247","Oxycodone","11","Narcotic Analgesics","NJ","New Jersey","34"
"Local/Municipal,State,Federal,Private","DrugReport  ","1999","SA1 (JAN - JUN)","47","2023-06-06 13:44:32","1282","HEROIN, SALT UNDETERMINED","1278","Heroin","9","Heroin","TX","Texas","48"
"Local/Municipal,State,Federal,Private","DrugReport  ","2017","SA1 (JAN - JUN)","2730","2023-06-06 13:44:32","1278","HEROIN","1278","Heroin","9","Heroin","AZ","Arizona","04"
"Local/Municipal,State,Federal,Private","DrugReport  ","2012","SA1 (JAN - JUN)","536","2023-06-06 13:44:32","1247","OXYCODONE","1247","Oxycodone","11","Narcotic Analgesics","LA","Louisiana","22"
"Local/Municipal,State,Federal,Private","DrugReport  ","2022","SA1 (JAN - JUN)","1722","2023-06-06 13:44:32","1278","HEROIN","1278","Heroin","9","Heroin","NJ","New Jersey","34"
"Local/Municipal,State,Federal,Private","DrugReport  ","2015","SA1 (JAN - JUN)","1036","2023-06-06 13:44:32","1247","OXYCODONE","1247","Oxycodone","11","Narcotic Analgesics","FL","Florida","12"
"Local/Municipal,State,Federal,Private","DrugReport  ","2012","SA2 (JUL - DEC)","831","2023-06-06 13:44:32","1278","HEROIN","1278","Heroin","9","Heroin","AZ","Arizona","04"
"Local/Municipal,State,Federal,Private","DrugReport  ","2010","SA1 (JAN - JUN)","4172","2023-06-06 13:44:32","1278","HEROIN","1278","Heroin","9","Heroin","CA","California","06"
"Local/Municipal,State,Federal,Private","DrugReport  ","2012","SA2 (JUL - DEC)","1354","2023-06-06 13:44:32","1278","HEROIN","1278","Heroin","9","Heroin","NY","New York","36"
"Local/Municipal,State,Federal,Private","DrugReport  ","2005","SA2 (JUL - DEC)","1927","2023-06-06 13:44:32","1278","HEROIN","1278","Heroin","9","Heroin","MD","Maryland","24"
"Local/Municipal,State,Federal,Private","DrugReport  ","2010","SA1 (JAN - JUN)","1368","2023-06-06 13:44:32","1247","OXYCODONE","1247","Oxycodone","11","Narcotic Analgesics","VA","Virginia","51"
"Local/Municipal,State,Federal,Private","DrugReport  ","2018","SA2 (JUL - DEC)","2432","2023-06-06 13:44:32","1278","HEROIN","1278","Heroin","9","Heroin","FL","Florida","12"
"Local/Municipal,State,Federal,Private","DrugReport  ","2019","SA1 (JAN - JUN)","629","2023-06-06 13:44:32","1247","OXYCODONE","1247","Oxycodone","11","Narcotic Analgesics","MD","Maryland","24"
"Local/Municipal,State,Federal,Private","DrugReport  ","2013","SA2 (JUL - DEC)","2294","2023-06-06 13:44:32","1278","HEROIN","1278","Heroin","9","Heroin","VA","Virginia","51"
"Local/Municipal,State,Federal,Private","DrugReport  ","2005","SA1 (JAN - JUN)","288","2023-06-06 13:44:32","1247","OXYCODONE","1247","Oxycodone","11","Narcotic Analgesics","NJ","New Jersey","34"
"Local/Municipal,State,Federal,Private","DrugReport  ","2014","SA1 (JAN - JUN)","2028","2023-06-06 13:44:32","1278","HEROIN","1278","Heroin","9","Heroin","TX","Texas","48"
"Local/Municipal,State,Federal,Private","DrugReport  ","2022","SA1 (JAN - JUN)","2058","2023-06-06 13:44:32","1278","HEROIN","1278","Heroin","9","Heroin","CA","California","06"
"Local/Municipal,State,Federal,Private","DrugReport  ","2017","SA2 (JUL - DEC)","2772","2023-06-06 13:44:32","1278","HEROIN","1278","Heroin","9","Heroin","MD","Maryland","24"
"Local/Municipal,State,Federal,Private","DrugReport  ","2020","SA2 (JUL - DEC)","4949","2023-06-06 13:44:32","1504","FENTANYL","1504","Fentanyl","33","Fentanyl and Fentanyl-related","AZ","Arizona","04"
"Local/Municipal,State,Federal,Private","DrugReport  ","2010","SA1 (JAN - JUN)","282","2023-06-06 13:44:32","1247","OXYCODONE","1247","Oxycodone","11","Narcotic Analgesics","IN","Indiana","18"
"Local/Municipal,State,Federal,Private","DrugReport  ","2020","SA2 (JUL - DEC)","1986","2023-06-06 13:44:32","1504","FENTANYL","1504","Fentanyl","33","Fentanyl and Fentanyl-related","TN","Tennessee","47"
"Local/Municipal,State,Federal,Private","DrugReport  ","2020","SA1 (JAN - JUN)","594","2023-06-06 13:44:32","1278","HEROIN","1278","Heroin","9","Heroin","NM","New Mexico","35"
"Local/Municipal,State,Federal,Private","DrugReport  ","2001","SA2 (JUL - DEC)","107","2023-06-06 13:44:32","1247","OXYCODONE","1247","Oxycodone","11","Narcotic Analgesics","MI","Michigan","26"
"Local/Municipal,State,Federal,Private","DrugReport  ","2013","SA2 (JUL - DEC)","5310","2023-06-06 13:44:32","1278","HEROIN","1278","Heroin","9","Heroin","MD","Maryland","24"
"Local/Municipal,State,Federal,Private","DrugReport  ","2015","SA2 (JUL - DEC)","23","2023-06-06 13:44:32","2467","OXYCODONE, SALT UNDETERMINED","1247","Oxycodone","11","Narcotic Analgesics","MD","Maryland","24"
"Local/Municipal,State,Federal,Private","DrugReport  ","2013","SA1 (JAN - JUN)","1441","2023-06-06 13:44:32","1247","OXYCODONE","1247","Oxycodone","11","Narcotic Analgesics","TN","Tennessee","47"
"Local/Municipal,State,Federal,Private","DrugReport  ","2010","SA1 (JAN - JUN)","177","2023-06-06 13:44:32","2467","OXYCODONE, SALT UNDETERMINED","1247","Oxycodone","11","Narcotic Analgesics","FL","Florida","12"
"Local/Municipal,State,Federal,Private","DrugReport  ","2022","SA1 (JAN - JUN)","442","2023-06-06 13:44:32","2408","FENTANYL SALT UNDETERMINED","1504","Fentanyl","33","Fentanyl and Fentanyl-related","TX","Texas","48"
"Local/Municipal,State,Federal,Private","DrugReport  ","2012","SA2 (JUL - DEC)","209","2023-06-06 13:44:32","1247","OXYCODONE","1247","Oxycodone","11","Narcotic Analgesics","OR","Oregon","41"
"Local/Municipal,State,Federal,Private","DrugReport  ","2010","SA1 (JAN - JUN)","5059","2023-06-06 13:44:32","1278","HEROIN","1278","Heroin","9","Heroin","MD","Maryland","24"
"Local/Municipal,State,Federal,Private","DrugReport  ","2016","SA1 (JAN - JUN)","7706","2023-06-06 13:44:32","1278","HEROIN","1278","Heroin","9","Heroin","NJ","New Jersey","34"
"Local/Municipal,State,Federal,Private","DrugReport  ","2012","SA2 (JUL - DEC)","2159","2023-06-06 13:44:32","1247","OXYCODONE","1247","Oxycodone","11","Narcotic Analgesics","OH","Ohio","39"
"Local/Municipal,State,Federal,Private","DrugReport  ","2012","SA2 (JUL - DEC)","299","2023-06-06 13:44:32","1247","OXYCODONE","1247","Oxycodone","11","Narcotic Analgesics","NH","New Hampshire","33"
"Local/Municipal,State,Federal,Private","DrugReport  ","1999","SA2 (JUL - DEC)","34","2023-06-06 13:44:32","1247","OXYCODONE","1247","Oxycodone","11","Narcotic Analgesics","WV","West Virginia","54"
"Local/Municipal,State,Federal,Private","DrugReport  ","2007","SA2 (JUL - DEC)","339","2023-06-06 13:44:32","1247","OXYCODONE","1247","Oxycodone","11","Narcotic Analgesics","GA","Georgia","13"
"Local/Municipal,State,Federal,Private","DrugReport  ","2017","SA1 (JAN - JUN)","108","2023-06-06 13:44:32","1247","OXYCODONE","1247","Oxycodone","11","Narcotic Analgesics","WA","Washington","53"
"Local/Municipal,State,Federal,Private","DrugReport  ","2019","SA2 (JUL - DEC)","1094","2023-06-06 13:44:32","1278","HEROIN","1278","Heroin","9","Heroin","LA","Louisiana","22"
"Local/Municipal,State,Federal,Private","DrugReport  ","2011","SA1 (JAN - JUN)","1144","2023-06-06 13:44:32","1278","HEROIN","1278","Heroin","9","Heroin","MI","Michigan","26"
"Local/Municipal,State,Federal,Private","DrugReport  ","2021","SA1 (JAN - JUN)","2458","2023-06-06 13:44:32","1278","HEROIN","1278","Heroin","9","Heroin","TX","Texas","48"
"Local/Municipal,State,Federal,Private","DrugReport  ","2001","SA1 (JAN - JUN)","6885","2023-06-06 13:44:32","1278","HEROIN","1278","Heroin","9","Heroin","IL","Illinois","17"
"Local/Municipal,State,Federal,Private","DrugReport  ","2003","SA2 (JUL - DEC)","20","2023-06-06 13:44:32","1282","HEROIN, SALT UNDETERMINED","1278","Heroin","9","Heroin","FL","Florida","12"
"Local/Municipal,State,Federal,Private","DrugReport  ","2021","SA2 (JUL - DEC)","493","2023-06-06 13:44:32","1504","FENTANYL","1504","Fentanyl","33","Fentanyl and Fentanyl-related","WA","Washington","53"
"Local/Municipal,State,Federal,Private","DrugReport  ","2010","SA2 (JUL - DEC)","487","2023-06-06 13:44:32","1278","HEROIN","1278","Heroin","9","Heroin","FL","Florida","12"
"Local/Municipal,State,Federal,Private","DrugReport  ","2017","SA1 (JAN - JUN)","4358","2023-06-06 13:44:32","1504","FENTANYL","1504","Fentanyl","33","Fentanyl and Fentanyl-related","PA","Pennsylvania","42"
"Local/Municipal,State,Federal,Private","DrugReport  ","2022","SA1 (JAN - JUN)","6620","2023-06-06 13:44:32","1504","FENTANYL","1504","Fentanyl","33","Fentanyl and Fentanyl-related","PA","Pennsylvania","42"
"Local/Municipal,State,Federal,Private","DrugReport  ","2016","SA1 (JAN - JUN)","907","2023-06-06 13:44:32","1278","HEROIN","1278","Heroin","9","Heroin","WI","Wisconsin","55"
"Local/Municipal,State,Federal,Private","DrugReport  ","2016","SA1 (JAN - JUN)","2591","2023-06-06 13:44:32","1278","HEROIN","1278","Heroin","9","Heroin","FL","Florida","12"
"Local/Municipal,State,Federal,Private","DrugReport  ","2013","SA2 (JUL - DEC)","971","2023-06-06 13:44:32","1247","OXYCODONE","1247","Oxycodone","11","Narcotic Analgesics","GA","Georgia","13"
"Local/Municipal,State,Federal,Private","DrugReport  ","2005","SA2 (JUL - DEC)","487","2023-06-06 13:44:32","1278","HEROIN","1278","Heroin","9","Heroin","TX","Texas","48"
"Local/Municipal,State,Federal,Private","DrugReport  ","2022","SA1 (JAN - JUN)","533","2023-06-06 13:44:32","1504","FENTANYL","1504","Fentanyl","33","Fentanyl and Fentanyl-related","GA","Georgia","13"
"Local/Municipal,State,Federal,Private","DrugReport  ","2003","SA2 (JUL - DEC)","398","2023-06-06 13:44:32","1279","HEROIN HYDROCHLORIDE","1278","Heroin","9","Heroin","NY","New York","36"
"Local/Municipal,State,Federal,Private","DrugReport  ","2021","SA1 (JAN - JUN)","1130","2023-06-06 13:44:32","1278","HEROIN","1278","Heroin","9","Heroin","MA","Massachusetts","25"
"Local/Municipal,State,Federal,Private","DrugReport  ","2021","SA2 (JUL - DEC)","9876","2023-06-06 13:44:32","1504","FENTANYL","1504","Fentanyl","33","Fentanyl and Fentanyl-related","OH","Ohio","39"
"Local/Municipal,State,Federal,Private","DrugReport  ","2019","SA1 (JAN - JUN)","51","2023-06-06 13:44:32","1279","HEROIN HYDROCHLORIDE","1278","Heroin","9","Heroin","AL","Alabama","01"
"Local/Municipal,State,Federal,Private","DrugReport  ","2013","SA1 (JAN - JUN)","1601","2023-06-06 13:44:32","1278","HEROIN","1278","Heroin","9","Heroin","AZ","Arizona","04"
"Local/Municipal,State,Federal,Private","DrugReport  ","2011","SA1 (JAN - JUN)","21","2023-06-06 13:44:32","2467","OXYCODONE, SALT UNDETERMINED","1247","Oxycodone","11","Narcotic Analgesics","NM","New Mexico","35"
"Local/Municipal,State,Federal,Private","DrugReport  ","2021","SA2 (JUL - DEC)","368","2023-06-06 13:44:32","1278","HEROIN","1278","Heroin","9","Heroin","OR","Oregon","41"
"Local/Municipal,State,Federal,Private","DrugReport  ","2020","SA1 (JAN - JUN)","150","2023-06-06 13:44:32","1504","FENTANYL","1504","Fentanyl","33","Fentanyl and Fentanyl-related","AR","Arkansas","05"
"Local/Municipal,State,Federal,Private","DrugReport  ","2005","SA1 (JAN - JUN)","3421","2023-06-06 13:44:32","1278","HEROIN","1278","Heroin","9","Heroin","MD","Maryland","24"
"Local/Municipal,State,Federal,Private","DrugReport  ","2022","SA1 (JAN - JUN)","76","2023-06-06 13:44:32","1282","HEROIN, SALT UNDETERMINED","1278","Heroin","9","Heroin","FL","Florida","12"
"Local/Municipal,State,Federal,Private","DrugReport  ","2017","SA2 (JUL - DEC)","774","2023-06-06 13:44:32","1278","HEROIN","1278","Heroin","9","Heroin","WI","Wisconsin","55"
"Local/Municipal,State,Federal,Private","DrugReport  ","2021","SA1 (JAN - JUN)","717","2023-06-06 13:44:32","1278","HEROIN","1278","Heroin","9","Heroin","KY","Kentucky","21"
"Local/Municipal,State,Federal,Private","DrugReport  ","2010","SA1 (JAN - JUN)","511","2023-06-06 13:44:32","1247","OXYCODONE","1247","Oxycodone","11","Narcotic Analgesics","AL","Alabama","01"
"Local/Municipal,State,Federal,Private","DrugReport  ","2015","SA2 (JUL - DEC)","1276","2023-06-06 13:44:32","1247","OXYCODONE","1247","Oxycodone","11","Narcotic Analgesics","PA","Pennsylvania","42"
"Local/Municipal,State,Federal,Private","DrugReport  ","2008","SA1 (JAN - JUN)","293","2023-06-06 13:44:32","1247","OXYCODONE","1247","Oxycodone","11","Narcotic Analgesics","AL","Alabama","01"
"Local/Municipal,State,Federal,Private","DrugReport  ","2013","SA2 (JUL - DEC)","1165","2023-06-06 13:44:32","1278","HEROIN","1278","Heroin","9","Heroin","WA","Washington","53"
"Local/Municipal,State,Federal,Private","DrugReport  ","2020","SA2 (JUL - DEC)","453","2023-06-06 13:44:32","1504","FENTANYL","1504","Fentanyl","33","Fentanyl and Fentanyl-related","TX","Texas","48"
"Local/Municipal,State,Federal,Private","DrugReport  ","2013","SA2 (JUL - DEC)","1303","2023-06-06 13:44:32","1278","HEROIN","1278","Heroin","9","Heroin","IN","Indiana","18"
"Local/Municipal,State,Federal,Private","DrugReport  ","2012","SA1 (JAN - JUN)","230","2023-06-06 13:44:32","1247","OXYCODONE","1247","Oxycodone","11","Narcotic Analgesics","NV","Nevada","32"
"Local/Municipal,State,Federal,Private","DrugReport  ","2017","SA1 (JAN - JUN)","761","2023-06-06 13:44:32","1278","HEROIN","1278","Heroin","9","Heroin","NC","North Carolina","37"
"Local/Municipal,State,Federal,Private","DrugReport  ","2013","SA2 (JUL - DEC)","4972","2023-06-06 13:44:32","1278","HEROIN","1278","Heroin","9","Heroin","CA","California","06"
"Local/Municipal,State,Federal,Private","DrugReport  ","2016","SA1 (JAN - JUN)","6194","2023-06-06 13:44:32","1278","HEROIN","1278","Heroin","9","Heroin","IL","Illinois","17"
"Local/Municipal,State,Federal,Private","DrugReport  ","2012","SA1 (JAN - JUN)","2129","2023-06-06 13:44:32","1247","OXYCODONE","1247","Oxycodone","11","Narcotic Analgesics","OH","Ohio","39"
"Local/Municipal,State,Federal,Private","DrugReport  ","2006","SA2 (JUL - DEC)","6311","2023-06-06 13:44:32","1278","HEROIN","1278","Heroin","9","Heroin","MD","Maryland","24"
"Local/Municipal,State,Federal,Private","DrugReport  ","2021","SA1 (JAN - JUN)","277","2023-06-06 13:44:32","1247","OXYCODONE","1247","Oxycodone","11","Narcotic Analgesics","TN","Tennessee","47"
"Local/Municipal,State,Federal,Private","DrugReport  ","2011","SA2 (JUL - DEC)","45","2023-06-06 13:44:32","1282","HEROIN, SALT UNDETERMINED","1278","Heroin","9","Heroin","MO","Missouri","29"
"Local/Municipal,State,Federal,Private","DrugReport  ","2009","SA2 (JUL - DEC)","72","2023-06-06 13:44:32","1282","HEROIN, SALT UNDETERMINED","1278","Heroin","9","Heroin","MD","Maryland","24"
"Local/Municipal,State,Federal,Private","DrugReport  ","2015","SA2 (JUL - DEC)","1780","2023-06-06 13:44:32","1278","HEROIN","1278","Heroin","9","Heroin","NY","New York","36"
"Local/Municipal,State,Federal,Private","DrugReport  ","2012","SA1 (JAN - JUN)","1275","2023-06-06 13:44:32","1247","OXYCODONE","1247","Oxycodone","11","Narcotic Analgesics","MA","Massachusetts","25"
"Local/Municipal,State,Federal,Private","DrugReport  ","2019","SA1 (JAN - JUN)","375","2023-06-06 13:44:32","1247","OXYCODONE","1247","Oxycodone","11","Narcotic Analgesics","MO","Missouri","29"
"Local/Municipal,State,Federal,Private","DrugReport  ","2002","SA1 (JAN - JUN)","3284","2023-06-06 13:44:32","1278","HEROIN","1278","Heroin","9","Heroin","MA","Massachusetts","25"
"Local/Municipal,State,Federal,Private","DrugReport  ","2019","SA1 (JAN - JUN)","705","2023-06-06 13:44:32","1504","FENTANYL","1504","Fentanyl","33","Fentanyl and Fentanyl-related","NY","New York","36"
"Local/Municipal,State,Federal,Private","DrugReport  ","2010","SA2 (JUL - DEC)","2733","2023-06-06 13:44:32","1247","OXYCODONE","1247","Oxycodone","11","Narcotic Analgesics","OH","Ohio","39"
"Local/Municipal,State,Federal,Private","DrugReport  ","2022","SA1 (JAN - JUN)","1041","2023-06-06 13:44:32","1504","FENTANYL","1504","Fentanyl","33","Fentanyl and Fentanyl-related","KS","Kansas","20"
"Local/Municipal,State,Federal,Private","DrugReport  ","2020","SA1 (JAN - JUN)","3843","2023-06-06 13:44:32","1504","FENTANYL","1504","Fentanyl","33","Fentanyl and Fentanyl-related","NJ","New Jersey","34"
"Local/Municipal,State,Federal,Private","DrugReport  ","2022","SA1 (JAN - JUN)","429","2023-06-06 13:44:32","1247","OXYCODONE","1247","Oxycodone","11","Narcotic Analgesics","VA","Virginia","51"
"Local/Municipal,State,Federal,Private","DrugReport  ","2021","SA2 (JUL - DEC)","747","2023-06-06 13:44:32","1247","OXYCODONE","1247","Oxycodone","11","Narcotic Analgesics","FL","Florida","12"
"Local/Municipal,State,Federal,Private","DrugReport  ","2003","SA1 (JAN - JUN)","111","2023-06-06 13:44:32","1278","HEROIN","1278","Heroin","9","Heroin","GA","Georgia","13"
"Local/Municipal,State,Federal,Private","DrugReport  ","2019","SA2 (JUL - DEC)","1610","2023-06-06 13:44:32","1504","FENTANYL","1504","Fentanyl","33","Fentanyl and Fentanyl-related","KY","Kentucky","21"
"Local/Municipal,State,Federal,Private","DrugReport  ","2021","SA1 (JAN - JUN)","444","2023-06-06 13:44:32","2408","FENTANYL SALT UNDETERMINED","1504","Fentanyl","33","Fentanyl and Fentanyl-related","NY","New York","36"
"Local/Municipal,State,Federal,Private","DrugReport  ","2014","SA1 (JAN - JUN)","114","2023-06-06 13:44:32","1282","HEROIN, SALT UNDETERMINED","1278","Heroin","9","Heroin","MA","Massachusetts","25"
"Local/Municipal,State,Federal,Private","DrugReport  ","1999","SA1 (JAN - JUN)","955","2023-06-06 13:44:32","1278","HEROIN","1278","Heroin","9","Heroin","CA","California","06"
"Local/Municipal,State,Federal,Private","DrugReport  ","2020","SA1 (JAN - JUN)","783","2023-06-06 13:44:32","1278","HEROIN","1278","Heroin","9","Heroin","MD","Maryland","24"
"Local/Municipal,State,Federal,Private","DrugReport  ","2015","SA2 (JUL - DEC)","133","2023-06-06 13:44:32","1247","OXYCODONE","1247","Oxycodone","11","Narcotic Analgesics","NH","New Hampshire","33"
"Local/Municipal,State,Federal,Private","DrugReport  ","2020","SA1 (JAN - JUN)","783","2023-06-06 13:44:32","1278","HEROIN","1278","Heroin","9","Heroin","ID","Idaho","16"
"Local/Municipal,State,Federal,Private","DrugReport  ","2016","SA1 (JAN - JUN)","1115","2023-06-06 13:44:32","1247","OXYCODONE","1247","Oxycodone","11","Narcotic Analgesics","PA","Pennsylvania","42"
"Local/Municipal,State,Federal,Private","DrugReport  ","2021","SA1 (JAN - JUN)","517","2023-06-06 13:44:32","1278","HEROIN","1278","Heroin","9","Heroin","MD","Maryland","24"
"Local/Municipal,State,Federal,Private","DrugReport  ","2013","SA2 (JUL - DEC)","2179","2023-06-06 13:44:32","1278","HEROIN","1278","Heroin","9","Heroin","KY","Kentucky","21"
"Local/Municipal,State,Federal,Private","DrugReport  ","2004","SA1 (JAN - JUN)","1754","2023-06-06 13:44:32","1247","OXYCODONE","1247","Oxycodone","11","Narcotic Analgesics","KY","Kentucky","21"
"Local/Municipal,State,Federal,Private","DrugReport  ","2020","SA1 (JAN - JUN)","1905","2023-06-06 13:44:32","1504","FENTANYL","1504","Fentanyl","33","Fentanyl and Fentanyl-related","MO","Missouri","29"
"Local/Municipal,State,Federal,Private","DrugReport  ","2018","SA1 (JAN - JUN)","128","2023-06-06 13:44:32","1278","HEROIN","1278","Heroin","9","Heroin","MT","Montana","30"
